name,community_label,degree,weighted_degree,rescaled_weighted_degree,clustering_coeff
Ddah1,3,16,6.12724836,0.00047939322606969605,1.0
Lpgat1,3,31,12.820613889999997,0.017312839348897997,0.9440860215053763
Dbi,3,108,45.910619030000014,0.158071970472363,0.3745240567670474
Homer3,3,41,17.59205478,0.09571960267686415,0.7853658536585366
Mybpc1,3,5,1.88169144,0.00011030915793390001,1.0
Cystm1,3,13,5.09141431,0.0015006234088900197,0.9871794871794872
Gm5083,3,11,4.16772063,0.000530181650697107,1.0
Hopx,3,48,20.066007879999994,0.06141599302726157,0.6648936170212766
Lhx1os,3,28,11.64156651,0.022147217762120128,0.9523809523809524
Hpcal1,3,75,31.427658200000003,0.13076102392021627,0.5203603603603604
Pla2g7,3,28,11.0781222,0.0039783955620937995,0.873015873015873
Ptprz1,3,34,13.83684743,0.01662684458757277,0.786096256684492
Mlc1,3,1,0.3614874,9.755123e-08,0.0
Lhx1,3,11,4.19743545,0.00030251932017400006,1.0
Fam63b,3,2,0.70902816,2.954737571137e-08,1.0
Vimp,3,53,21.686554259999998,0.040336696242240504,0.737300435413643
Thsd7a,3,10,3.93215178,0.000929566322194,1.0
Fam213a,3,17,6.798256519999999,0.0019599340970666,0.9632352941176471
Ptpn4,3,11,4.17533777,0.0003775322827143718,1.0
Prkcg,3,30,13.097757350000002,0.050784905198685094,0.9471264367816091
Hes3,3,1,0.3713658,1.1674077e-06,0.0
Tmem47,3,5,1.8326245799999998,1.042678922051e-05,1.0
Fam21,3,80,34.24936242,0.19666907226486183,0.5139240506329114
Dgkz,3,22,8.899395,0.009540742420117201,0.8484848484848484
Gdf10,3,7,2.606748,8.401735286434601e-05,1.0
Lxn,3,24,9.625725290000002,0.003744068544308101,0.9456521739130435
Ptprr,3,30,12.370428520000003,0.0148188982681595,0.9425287356321839
Mtss1,3,38,15.4988702,0.02789806153243624,0.9132290184921764
Shisa6,3,1,0.366686,4.3426505e-07,0.0
Plekhd1,3,12,4.6703492099999995,0.00114641249194994,1.0
Timp4,3,34,13.838556490000002,0.014536864978806286,0.8288770053475936
Luzp2,3,1,0.38493484,8.344149e-06,0.0
Gnao1,3,58,23.210128819999998,0.018975987144554826,0.6926799758015729
Thy1,3,88,36.103732220000005,0.09046379496877889,0.509926854754441
Ctxn3,3,5,1.8840869100000002,0.000149602149363437,1.0
0610007P14Rik,3,12,4.642976419999999,0.00031073551182999996,1.0
Arhgef33,3,10,3.8659680499999998,0.000380891058547947,1.0
1190002N15Rik,3,2,0.71853004,8.877438e-08,1.0
Arhgap20,3,4,1.4574820800000001,1.339178396e-06,1.0
A330050F15Rik,3,4,1.53354459,4.0281683040000004e-05,1.0
Calb1,3,157,72.39537317999999,1.82428404497546,0.21108933529315693
Ccdc88a,3,5,1.8503895300000002,3.3061855270037e-05,1.0
Cacng2,3,7,2.74449576,0.0002820648478,1.0
Anks1b,3,15,5.610721020000001,0.000129586398656185,1.0
Cap2,3,1,0.35688126,1.2560883e-08,0.0
Ahcyl1,3,32,12.143567149999999,0.001374278167035792,0.8346774193548387
Baiap2,3,6,2.33498881,0.0001691460336,1.0
Camk2n1,3,38,15.15392563,0.0096129109370055,0.6955903271692745
Cck,3,14,5.56740183,0.0026258077849899996,1.0
Cacna2d2,3,10,3.7901627300000005,0.000138391407239,1.0
Aldoc,3,141,60.91275291999998,0.3527270217274599,0.305775075987842
Car7,3,2,0.71069923,3.5160788866e-08,1.0
Arhgap5,3,111,44.97220054,0.09643214671671345,0.4248976248976249
Car8,3,166,76.73182572000005,2.085654453820498,0.20007301935012778
Arhgap26,3,10,3.65628269,4.32372567242067e-05,1.0
1500009C09Rik,3,6,2.21964058,3.5539135118659994e-05,1.0
Arap2,3,16,6.16275164,0.0011761785538569563,1.0
Acsbg1,3,18,6.867042379999999,0.0017569495799597298,0.9477124183006536
Atp2a2,3,115,49.55351648000003,0.4218243486063003,0.34324942791762014
Atp2a3,3,9,3.3947452200000003,0.00011880379748781109,1.0
Gfap,4,1,0.37182832,1.2718276e-06,0.0
Stmn4,4,14,5.78880004,0.010124424756427,1.0
Ndrg1,4,12,5.460463170000001,0.017860210529,1.0
Ugt8a,4,5,2.05468741,0.0011607764046483997,1.0
Cnp,4,19,8.531590739999999,0.04684201795824,0.7953216374269005
Plp1,4,69,31.984541580000002,1.283481490218719,0.15387894288150042
Litaf,4,3,1.11545618,1.242574279956e-05,1.0
Pllp,4,6,2.3526208299999998,0.00041676253510677,1.0
Plin3,4,1,0.35421866,1.7743855e-09,0.0
Gpr37,4,3,1.18028055,7.993414730000001e-05,1.0
Fth1,4,55,26.75825366000001,1.4564671110268859,0.2080808080808081
Mal,4,29,13.370367700000003,0.27176985624311023,0.5123152709359606
Il33,4,2,0.75869155,1.63863471e-05,1.0
Mbp,4,55,26.51437605999999,1.3498794962865892,0.2080808080808081
2810468N07Rik,4,1,0.35430014,1.91549e-09,0.0
Aspa,4,3,1.0962492700000002,1.14432643e-06,1.0
Mobp,4,35,16.51989499,0.5207778599951324,0.4436974789915966
Mog,4,15,6.468692969999999,0.031771880864168565,0.9523809523809524
Sox2ot,4,1,0.39271912,1.8656754e-05,0.0
Ptgds,4,1,0.38642356,9.859987e-06,0.0
Gng11,4,10,4.16764472,0.0031254510908000003,1.0
Ppp1r14a,4,3,1.10519448,7.12325435e-06,1.0
Qdpr,4,19,8.48956983,0.042339617588841395,0.8128654970760234
RP23-240E15.3,4,2,0.72364238,1.0898320737e-06,1.0
Efnb3,4,6,2.32800771,0.0002930497266,1.0
Olig1,4,4,1.4969910400000002,9.52216904e-06,1.0
Cldn11,4,21,9.650946669999998,0.07962446159152001,0.780952380952381
Rhog,4,9,3.52968379,0.00088183265488533,1.0
Fa2h,4,5,2.0067584800000002,0.00053645641418426,1.0
Gm21984,4,2,0.78700486,4.7227879000000005e-05,1.0
Mag,4,23,10.68156006,0.14778471575837857,0.691699604743083
Fez1,4,8,3.0691678600000003,0.00046326619938518007,0.75
Gsn,4,10,4.2501380300000005,0.00712454615256,1.0
Bcas1,4,3,1.13929434,1.33913781e-05,1.0
Pex5l,4,2,0.73107123,3.70952412514e-06,1.0
Sgk1,4,3,1.17575125,7.12902963e-05,1.0
Pdlim2,4,10,3.8833383599999998,0.001469458447091056,0.8
Hapln2,4,7,2.69808806,0.0004332704439823888,1.0
Evi2a,4,2,0.7047639400000001,1.6533811089e-09,1.0
Trf,4,33,15.390278730000002,0.26998498571220975,0.4640151515151515
Nkx6-2,4,1,0.37279922,1.5136552e-06,0.0
Car2,4,30,13.80793709,0.19804659474966443,0.5402298850574713
Anln,4,10,4.09922649,0.0023668217599500004,1.0
Car14,4,1,0.35685748,1.2388136e-08,0.0
Gjb1,4,9,3.7572048700000007,0.0017321937006000003,1.0
Gatm,4,18,8.150805120000001,0.057860532461337,0.8954248366013071
Gjc2,4,1,0.3950238,2.3020522e-05,0.0
Cpox,4,3,1.0849352,9.831192084e-07,1.0
Tmeff1,4,3,1.18166379,9.90770057e-05,1.0
Sec11c,4,1,0.352789,3.3896394e-10,0.0
Serpinb1a,4,9,3.6073150399999996,0.0015262850617700002,1.0
Shisa4,4,1,0.35159484,3.6242384e-11,0.0
Gltp,4,5,1.91525496,0.00011420315274000001,1.0
Cryab,4,22,10.50796831,0.16619714373032002,0.7575757575757576
Gstm7,4,6,2.34030907,0.00040132950342609,1.0
Apod,4,37,17.68636214,0.5849750954536546,0.4084084084084084
S100a16,4,1,0.3528928,3.9229756e-10,0.0
Tmem88b,4,3,1.12218775,1.0545546945e-05,1.0
Tppp3,4,6,2.40126878,0.0007763439113972,1.0
Sepp1,4,13,5.25775629,0.007772881339419399,0.782051282051282
Aplp1,4,14,6.2854592600000005,0.0397015567858194,0.9450549450549451
Klk6,4,12,5.215988389999999,0.018293643183014355,0.9545454545454546
Tmem151a,4,2,0.7378945100000001,1.4536056999999999e-06,1.0
Ermn,4,28,13.064021740000001,0.2471485979397192,0.5555555555555556
Neat1,4,8,3.0793123,0.00049409806581144,1.0
Cox6b2,5,13,5.565981349999999,0.009362836104823599,1.0
Id3,5,7,2.6906103199999998,0.00049999577289399,1.0
Elovl7,5,2,0.7265069200000001,3.5212415e-07,1.0
Gas6,5,1,0.35401884,1.4613387e-09,0.0
Ifi27,5,11,4.48131387,0.0025375805212,1.0
Rarres2,5,3,1.11968056,8.0089987e-06,1.0
Mtch1,5,8,2.9331114400000002,2.41087170779076e-05,0.5
Mgp,5,7,3.04269368,0.0043761712417,0.7142857142857143
Clic6,5,24,12.007154010000002,0.354235180848896,0.6268115942028986
Syap1,5,1,0.35145357,2.500925e-11,0.0
Slc12a2,5,2,0.72716134,5.2630452e-07,0.0
Tbcel,5,3,1.065779,3.1717353352e-08,0.6666666666666666
Dcn,5,1,0.37042412,9.748117e-07,0.0
Col9a3,5,5,1.9407713700000002,0.00016363794058,1.0
Dstn,5,5,1.8410708599999999,3.9462676812999995e-05,0.7
Ttr,5,45,22.226363470000003,1.3602176048802035,0.2535353535353535
Acaa2,5,10,4.1018478400000005,0.002839543963748,1.0
Rbp1,5,27,13.47648541,0.3781812654913239,0.5555555555555556
Stk39,5,28,13.055038600000001,0.2659277509135982,0.47883597883597884
Calml4,5,25,12.235790970000002,0.3723923801001307,0.6
Cald1,5,10,4.21781898,0.0057793456499871405,1.0
Trpm3,5,14,6.849844999999999,0.0680519472293,0.989010989010989
Vat1l,5,17,6.5466079,0.001762427370296558,0.5514705882352942
Wls,5,4,1.5055964299999998,3.633902714999999e-05,1.0
Cab39l,5,28,13.535111630000001,0.41831934867258946,0.5317460317460317
Sh3bgrl,5,6,2.3312170699999997,0.00025551356677000004,1.0
Aldh2,5,4,1.51596164,6.3588152239333e-05,1.0
Vamp8,5,4,1.50691519,3.498840737e-05,1.0
Emb,5,5,2.0261416700000003,0.0008510278594537,1.0
Ezr,5,20,9.675740260000001,0.17314285838907192,0.7684210526315789
Enpp2,5,47,23.50489586,1.7488951551600462,0.23404255319148937
Atox1,5,3,1.22417641,0.00028990668199999997,1.0
Fam81a,5,12,4.97065783,0.00390275644372,1.0
Lgals1,5,11,4.30491744,0.001060134032122846,1.0
Cdkn1c,5,24,11.476763420000001,0.2441143299740959,0.6666666666666667
Pcp4l1,5,17,6.661020300000001,0.00379414413766956,0.6544117647058824
Ccnd2,5,16,7.4728704399999994,0.05855393963891685,0.9083333333333333
Igf2,5,17,8.057653819999999,0.09909965357655881,0.8676470588235294
Igfbp7,5,3,1.13699552,2.433766704e-05,1.0
Otx2,5,24,12.006098689999998,0.38151472948393006,0.6847826086956522
Fam73a,5,2,0.72539666,5.34458624e-07,1.0
Mapk4,5,2,0.7204194100000001,1.5537938e-07,1.0
Phactr2,5,3,1.12313163,2.1803688715e-05,1.0
1500015O10Rik,5,32,16.52953678,1.1792504598127957,0.43548387096774194
Igfbp2,5,24,11.91696558,0.34246402565988,0.6702898550724637
Nrsn1,6,67,28.263004919999997,0.1380872106444397,0.5784712799638173
Gad2,6,121,50.55365785000001,0.2597251915029924,0.37727272727272726
Nsg2,6,13,4.95297,0.000313183907621883,0.7564102564102564
A730017C20Rik,6,14,5.5635878,0.006313797722008708,1.0
6330403K07Rik,6,72,30.4152774,0.18118508068884112,0.5312989045383412
Basp1,6,54,23.86095215,0.23274106477336853,0.6247379454926625
Scg2,6,127,55.20335539000002,0.5755118923576894,0.3572053493313336
Pam,6,21,8.584357590000002,0.009079670842288003,0.9952380952380953
Flywch1,6,23,8.93308729,0.0012156168178213812,0.9565217391304348
Resp18,6,24,9.368770829999997,0.003213438418136024,0.9746376811594203
Reep5,6,23,8.674849920000002,0.0003987136849766509,0.9407114624505929
Ndn,6,14,5.320471590000001,0.0003901423357780569,0.989010989010989
Dpysl3,6,4,1.51584231,8.343721590500001e-05,1.0
Ly6h,6,3,1.18307033,0.00035140436228,1.0
Sncg,6,6,2.30900982,0.000636098841976658,1.0
Epha5,6,13,5.11167166,0.002391465846862414,1.0
Maged2,6,1,0.35099712,5.537924e-12,0.0
Ucn,6,65,28.689759430000013,0.3974160210701326,0.5086538461538461
Uchl1,6,45,18.128582889999997,0.017082019600021568,0.7818181818181817
Impact,6,88,37.15261033000001,0.19590847033555236,0.5185475444096134
Gprasp2,6,22,8.611888019999999,0.004694128149972827,0.9826839826839827
Pnmal1,6,7,2.62961291,0.0002606086196114495,1.0
Ddc,6,16,6.377096089999999,0.009128810310227975,0.9916666666666667
Wdr6,6,1,0.3589984,3.6728792e-08,0.0
Ahi1,6,108,44.624725089999984,0.13894696242259305,0.45880927656628595
Chga,6,21,8.30988613,0.0043756083180941,0.9904761904761905
Rcan2,6,1,0.3607917,7.598172e-08,0.0
Eml2,6,15,5.89114484,0.0023155261307194995,0.9904761904761905
Zcchc12,6,29,12.356696240000002,0.06039500061186271,0.8793103448275862
Nnat,6,57,24.31016663000001,0.17867772201683144,0.5131578947368421
Chd3os,6,58,24.003188570000006,0.044275124978090996,0.7422867513611615
Tmem130,6,31,12.744665980000002,0.017350418122421,0.8795698924731182
Serpine2,6,33,13.52941076,0.015135838553244001,0.8920454545454546
Timp2,6,24,9.885313100000001,0.022902870421284104,0.9094202898550725
Cartpt,6,127,57.47765561000001,1.1991113238616562,0.3062117235345582
Pak3,6,11,4.47573304,0.004653993505740001,1.0
Mcfd2,6,1,0.35550013,5.1267364e-09,0.0
mt-Nd2,7,39,17.87933956,0.4684056797239738,0.5681511470985156
mt-Nd1,7,44,20.111067810000005,0.7688716479065313,0.46617336152219874
mt-Cytb,7,48,22.517154270000002,0.916429567652047,0.45567375886524825
Gpm6b,7,29,14.080600740000001,0.225019834467032,0.6748768472906405
S100b,7,25,11.413681570000001,0.10099774659708219,0.7066666666666667
Rps21,7,1,0.38774422,1.13696915e-05,0.0
mt-Rnr1,7,49,21.588416789999997,0.8827854848148986,0.44047619047619047
Pcsk1n,7,3,1.11091989,6.6010656e-06,1.0
mt-Nd4,7,36,17.515031240000006,0.702859774533043,0.5761904761904763
Kif5b,7,1,0.37227938,1.3802543e-06,0.0
Kif5a,7,2,0.7117223500000001,2.32573905e-08,1.0
mt-Nd5,7,18,8.08946208,0.07515639593891976,0.8496732026143791
Lars2,7,8,3.0171445799999996,7.144383468699999e-05,0.9642857142857143
mt-Co1,7,24,11.631765160000002,0.3807109662335715,0.7572463768115942
Kif5c,7,6,2.1989226200000003,3.6296189785e-05,1.0
Gpr39,7,2,0.8839614499999999,0.00080245268,1.0
mt-Rnr2,7,117,49.405500610000004,1.098824986069474,0.3197760094311819
mt-Tp,7,5,1.81660691,7.8403416314076e-06,1.0
Cox6a1,7,30,11.62651318,0.003957942712934174,0.7793103448275862
Ppp1r16b,7,9,3.3178892300000005,4.42188821044786e-05,1.0
Rplp1,7,2,0.7736456700000001,3.9236636699999996e-05,1.0
Hist1h2bc,8,4,1.4561146900000002,1.1646331241075801e-05,0.8333333333333334
Tmsb4x,8,23,9.35575637,0.01711092141381484,0.3517786561264822
Apoe,8,137,56.079337969999976,0.10564261318845329,0.3383426363246028
Cd81,8,18,7.0080892,0.00246419773467247,0.9019607843137255
Mt2,8,83,33.87619948,0.09308906533909488,0.46018219218336764
Mt1,8,76,31.55578404,0.1290224305640174,0.4308771929824562
Cd63,8,1,0.35707638,1.4047267e-08,0.0
Atp1a2,8,39,15.487607620000004,0.011802232585222327,0.7692307692307692
Lamp1,8,2,0.714766,1.50696007056e-07,1.0
Qk,8,3,1.1053886,3.81267855e-06,0.6666666666666666
Scd2,8,25,9.57932227,0.0027829699021619213,0.7933333333333333
Tsc22d4,8,2,0.7674935,6.907141086e-05,1.0
Aqp4,8,10,3.97308775,0.0021958029888553,0.8888888888888888
Clu,8,19,7.18635623,0.0020426965613828656,0.5730994152046783
Ptn,8,26,10.144698170000002,0.005271360168313189,0.8123076923076923
Prdx6,8,9,3.3668688700000002,4.7241666035000003e-05,0.9722222222222222
Slc17a6,9,2,0.74025017,1.40354582621952e-05,1.0
Nefl,9,43,17.961792599999995,0.061905896767631294,0.6411960132890366
Nefm,9,40,15.862636919999998,0.04472955456800559,0.7230769230769231
Ifit3,10,1,0.36422467,2.2935934e-07,0.0
Ifit3b,10,1,0.36422467,2.2935934e-07,0.0
1110004E09Rik,11,0,0.0,0.0,0.0
1110008F13Rik,12,0,0.0,0.0,0.0
1110007C09Rik,13,0,0.0,0.0,0.0
1110004F10Rik,14,0,0.0,0.0,0.0
0610011F06Rik,15,0,0.0,0.0,0.0
1110001J03Rik,16,0,0.0,0.0,0.0
0610037L13Rik,17,0,0.0,0.0,0.0
0610030E20Rik,18,0,0.0,0.0,0.0
1110032A03Rik,19,0,0.0,0.0,0.0
1110008P14Rik,20,0,0.0,0.0,0.0
1110059G10Rik,21,0,0.0,0.0,0.0
1110037F02Rik,22,0,0.0,0.0,0.0
1110038F14Rik,23,0,0.0,0.0,0.0
1110051M20Rik,24,0,0.0,0.0,0.0
1110059E24Rik,25,0,0.0,0.0,0.0
0610009O20Rik,26,0,0.0,0.0,0.0
1110065P20Rik,27,0,0.0,0.0,0.0
1190007I07Rik,28,0,0.0,0.0,0.0
2010107G23Rik,29,0,0.0,0.0,0.0
Abl2,30,0,0.0,0.0,0.0
0610010F05Rik,31,0,0.0,0.0,0.0
2010012O05Rik,32,0,0.0,0.0,0.0
1200014J11Rik,33,0,0.0,0.0,0.0
1810022K09Rik,34,0,0.0,0.0,0.0
1700019D03Rik,35,0,0.0,0.0,0.0
1700021F05Rik,36,0,0.0,0.0,0.0
1700021K19Rik,37,0,0.0,0.0,0.0
1700037H04Rik,38,0,0.0,0.0,0.0
1700047M11Rik,39,0,0.0,0.0,0.0
1700084C01Rik,40,0,0.0,0.0,0.0
1500011B03Rik,41,0,0.0,0.0,0.0
1700123O20Rik,42,0,0.0,0.0,0.0
1810026B05Rik,43,0,0.0,0.0,0.0
1300002E11Rik,44,0,0.0,0.0,0.0
1810026J23Rik,45,0,0.0,0.0,0.0
1810030O07Rik,46,0,0.0,0.0,0.0
1810037I17Rik,47,0,0.0,0.0,0.0
1810043H04Rik,48,0,0.0,0.0,0.0
1810058I24Rik,49,0,0.0,0.0,0.0
2210013O21Rik,50,0,0.0,0.0,0.0
1810013L24Rik,51,0,0.0,0.0,0.0
1500004A13Rik,52,0,0.0,0.0,0.0
2010111I01Rik,53,0,0.0,0.0,0.0
2700094K13Rik,54,0,0.0,0.0,0.0
2610301B20Rik,55,0,0.0,0.0,0.0
2610507B11Rik,56,0,0.0,0.0,0.0
2300009A05Rik,57,0,0.0,0.0,0.0
2310009A05Rik,58,0,0.0,0.0,0.0
2310009B15Rik,59,0,0.0,0.0,0.0
2310011J03Rik,60,0,0.0,0.0,0.0
2310022B05Rik,61,0,0.0,0.0,0.0
2310033P09Rik,62,0,0.0,0.0,0.0
2310035C23Rik,63,0,0.0,0.0,0.0
2310036O22Rik,64,0,0.0,0.0,0.0
2310045N01Rik,65,0,0.0,0.0,0.0
2310047M10Rik,66,0,0.0,0.0,0.0
2310061I04Rik,67,0,0.0,0.0,0.0
2410002F23Rik,68,0,0.0,0.0,0.0
2410004B18Rik,69,0,0.0,0.0,0.0
2410006H16Rik,70,0,0.0,0.0,0.0
2410015M20Rik,71,0,0.0,0.0,0.0
2510002D24Rik,72,0,0.0,0.0,0.0
2510009E07Rik,73,0,0.0,0.0,0.0
2010315B03Rik,74,0,0.0,0.0,0.0
Ablim2,75,0,0.0,0.0,0.0
2210408F21Rik,76,0,0.0,0.0,0.0
2210018M11Rik,77,0,0.0,0.0,0.0
2610001J05Rik,78,0,0.0,0.0,0.0
2810403A07Rik,79,0,0.0,0.0,0.0
2700029M09Rik,80,0,0.0,0.0,0.0
2700060E02Rik,81,0,0.0,0.0,0.0
1500011K16Rik,82,0,0.0,0.0,0.0
2700097O09Rik,83,0,0.0,0.0,0.0
2810001G20Rik,84,0,0.0,0.0,0.0
2810004N23Rik,85,0,0.0,0.0,0.0
2610203C20Rik,86,0,0.0,0.0,0.0
2810006K23Rik,87,0,0.0,0.0,0.0
2810428I15Rik,88,0,0.0,0.0,0.0
2610002J02Rik,89,0,0.0,0.0,0.0
2810474O19Rik,90,0,0.0,0.0,0.0
2900093K20Rik,91,0,0.0,0.0,0.0
3632451O06Rik,92,0,0.0,0.0,0.0
3830406C13Rik,93,0,0.0,0.0,0.0
4632415L05Rik,94,0,0.0,0.0,0.0
4632427E13Rik,95,0,0.0,0.0,0.0
2810013P06Rik,96,0,0.0,0.0,0.0
2610002M06Rik,97,0,0.0,0.0,0.0
1500012F01Rik,98,0,0.0,0.0,0.0
Abcb7,99,0,0.0,0.0,0.0
4833420G17Rik,100,0,0.0,0.0,0.0
AU019823,101,0,0.0,0.0,0.0
4930453N24Rik,102,0,0.0,0.0,0.0
4931406C07Rik,103,0,0.0,0.0,0.0
4931406P16Rik,104,0,0.0,0.0,0.0
4933427D14Rik,105,0,0.0,0.0,0.0
4933431E20Rik,106,0,0.0,0.0,0.0
4933434E20Rik,107,0,0.0,0.0,0.0
5031425E22Rik,108,0,0.0,0.0,0.0
9030624J02Rik,109,0,0.0,0.0,0.0
5031439G07Rik,110,0,0.0,0.0,0.0
5430405H02Rik,111,0,0.0,0.0,0.0
5530601H04Rik,112,0,0.0,0.0,0.0
5730409E04Rik,113,0,0.0,0.0,0.0
5730455P16Rik,114,0,0.0,0.0,0.0
5830428H23Rik,115,0,0.0,0.0,0.0
6430573F11Rik,116,0,0.0,0.0,0.0
6720427I07Rik,117,0,0.0,0.0,0.0
8430419L09Rik,118,0,0.0,0.0,0.0
5330434G04Rik,119,0,0.0,0.0,0.0
AI854517,120,0,0.0,0.0,0.0
4930430F08Rik,121,0,0.0,0.0,0.0
8430429K09Rik,122,0,0.0,0.0,0.0
9130401M01Rik,123,0,0.0,0.0,0.0
A430005L14Rik,124,0,0.0,0.0,0.0
9430016H08Rik,125,0,0.0,0.0,0.0
9530068E07Rik,126,0,0.0,0.0,0.0
9930021J03Rik,127,0,0.0,0.0,0.0
A230046K03Rik,128,0,0.0,0.0,0.0
A230050P20Rik,129,0,0.0,0.0,0.0
A2m,130,0,0.0,0.0,0.0
A330023F24Rik,131,0,0.0,0.0,0.0
9330159F19Rik,132,0,0.0,0.0,0.0
A830039N20Rik,133,0,0.0,0.0,0.0
AI837181,134,0,0.0,0.0,0.0
A830082K12Rik,135,0,0.0,0.0,0.0
A930005H10Rik,136,0,0.0,0.0,0.0
AI314180,137,0,0.0,0.0,0.0
AI413582,138,0,0.0,0.0,0.0
AI480526,139,0,0.0,0.0,0.0
AI593442,140,0,0.0,0.0,0.0
AI597479,141,0,0.0,0.0,0.0
A830010M20Rik,142,0,0.0,0.0,0.0
AK010878,143,0,0.0,0.0,0.0
Abce1,144,0,0.0,0.0,0.0
4833439L19Rik,145,0,0.0,0.0,0.0
Abcf1,146,0,0.0,0.0,0.0
AW549877,147,0,0.0,0.0,0.0
Aagab,148,0,0.0,0.0,0.0
Aak1,149,0,0.0,0.0,0.0
Aamdc,150,0,0.0,0.0,0.0
Aamp,151,0,0.0,0.0,0.0
Aar2,152,0,0.0,0.0,0.0
Aars,153,0,0.0,0.0,0.0
Aasdhppt,154,0,0.0,0.0,0.0
Aatf,155,0,0.0,0.0,0.0
Aatk,156,0,0.0,0.0,0.0
Abca1,157,0,0.0,0.0,0.0
Abca2,158,0,0.0,0.0,0.0
Abca3,159,0,0.0,0.0,0.0
Abca5,160,0,0.0,0.0,0.0
Abca7,161,0,0.0,0.0,0.0
Abcb10,162,0,0.0,0.0,0.0
Abtb1,163,0,0.0,0.0,0.0
4930402H24Rik,164,0,0.0,0.0,0.0
4921524J17Rik,165,0,0.0,0.0,0.0
AW209491,166,0,0.0,0.0,0.0
AW047730,167,0,0.0,0.0,0.0
Abcb9,168,0,0.0,0.0,0.0
Abhd17a,169,0,0.0,0.0,0.0
Abcf2,170,0,0.0,0.0,0.0
Abcf3,171,0,0.0,0.0,0.0
Abcg1,172,0,0.0,0.0,0.0
Abhd10,173,0,0.0,0.0,0.0
Abhd11,174,0,0.0,0.0,0.0
Abhd12,175,0,0.0,0.0,0.0
Abcd3,176,0,0.0,0.0,0.0
Abhd14a,177,0,0.0,0.0,0.0
Abhd17b,178,0,0.0,0.0,0.0
Abcc5,179,0,0.0,0.0,0.0
Abhd3,180,0,0.0,0.0,0.0
Abhd4,181,0,0.0,0.0,0.0
Abhd6,182,0,0.0,0.0,0.0
Abhd8,183,0,0.0,0.0,0.0
Abi1,184,0,0.0,0.0,0.0
Abi2,185,0,0.0,0.0,0.0
Abhd14b,186,0,0.0,0.0,0.0
Abcd2,187,0,0.0,0.0,0.0
Ablim3,188,0,0.0,0.0,0.0
Akap8,189,0,0.0,0.0,0.0
Akap12,190,0,0.0,0.0,0.0
Adam11,191,0,0.0,0.0,0.0
Acaca,192,0,0.0,0.0,0.0
Acad8,193,0,0.0,0.0,0.0
Acad9,194,0,0.0,0.0,0.0
Acadl,195,0,0.0,0.0,0.0
Acadm,196,0,0.0,0.0,0.0
Acadsb,197,0,0.0,0.0,0.0
Acadvl,198,0,0.0,0.0,0.0
Acap2,199,0,0.0,0.0,0.0
Acap3,200,0,0.0,0.0,0.0
Acat1,201,0,0.0,0.0,0.0
Acbd3,202,0,0.0,0.0,0.0
Acbd4,203,0,0.0,0.0,0.0
Acbd5,204,0,0.0,0.0,0.0
Acbd6,205,0,0.0,0.0,0.0
Acd,206,0,0.0,0.0,0.0
Acer3,207,0,0.0,0.0,0.0
Ackr1,208,0,0.0,0.0,0.0
Acly,209,0,0.0,0.0,0.0
Adam10,210,0,0.0,0.0,0.0
Acaa1a,211,0,0.0,0.0,0.0
Acot1,212,0,0.0,0.0,0.0
Acot11,213,0,0.0,0.0,0.0
Actr10,214,0,0.0,0.0,0.0
Acp2,215,0,0.0,0.0,0.0
Acsl4,216,0,0.0,0.0,0.0
Acsl6,217,0,0.0,0.0,0.0
Acss2,218,0,0.0,0.0,0.0
Actl6b,219,0,0.0,0.0,0.0
Actn1,220,0,0.0,0.0,0.0
Actn4,221,0,0.0,0.0,0.0
Acox1,222,0,0.0,0.0,0.0
Actr1b,223,0,0.0,0.0,0.0
Acot13,224,0,0.0,0.0,0.0
Actr2,225,0,0.0,0.0,0.0
Actr3,226,0,0.0,0.0,0.0
Actr3b,227,0,0.0,0.0,0.0
Actr6,228,0,0.0,0.0,0.0
Actr8,229,0,0.0,0.0,0.0
Acyp1,230,0,0.0,0.0,0.0
Acyp2,231,0,0.0,0.0,0.0
Actr1a,232,0,0.0,0.0,0.0
Ago3,233,0,0.0,0.0,0.0
Adamts10,234,0,0.0,0.0,0.0
Akap17b,235,0,0.0,0.0,0.0
Adsl,236,0,0.0,0.0,0.0
Adar,237,0,0.0,0.0,0.0
Adcy2,238,0,0.0,0.0,0.0
Adcyap1r1,239,0,0.0,0.0,0.0
Add2,240,0,0.0,0.0,0.0
Add3,241,0,0.0,0.0,0.0
Adgra1,242,0,0.0,0.0,0.0
Adgrb1,243,0,0.0,0.0,0.0
Adgrb2,244,0,0.0,0.0,0.0
Adgrb3,245,0,0.0,0.0,0.0
Adgrl1,246,0,0.0,0.0,0.0
Adgrl3,247,0,0.0,0.0,0.0
Adh5,248,0,0.0,0.0,0.0
Adi1,249,0,0.0,0.0,0.0
Adipor1,250,0,0.0,0.0,0.0
Adipor2,251,0,0.0,0.0,0.0
Adk,252,0,0.0,0.0,0.0
Ado,253,0,0.0,0.0,0.0
Adprh,254,0,0.0,0.0,0.0
Adam23,255,0,0.0,0.0,0.0
Adap1,256,0,0.0,0.0,0.0
Adprhl2,257,0,0.0,0.0,0.0
Adrbk1,258,0,0.0,0.0,0.0
Aftph,259,0,0.0,0.0,0.0
Adss,260,0,0.0,0.0,0.0
Adssl1,261,0,0.0,0.0,0.0
Aebp2,262,0,0.0,0.0,0.0
